category,text
sport,greek pair attend drug hear greek sprinter kostas kenteris katerina thanou appear independent tribunal decide ban stand give provisional suspension athletics rule body iaaf december fail take drug test athens olympics pair arrive former coach christos tzekos give evidence hellenic olympic committee office decision expect announced end february whatever rule party right appeal court arbitration sport yiannis papadoyiannakis head greek olympic team athens game last year also testify tribunal along greek sport official athlete believe tribunal reach decision uphold standing institution say papadoyiannakis whatever athletes do must forget offer u great moment kenteris gold sydney olympics thanou silver withdrew athens game last august miss drug test eve open ceremony pair spend four day hospital claiming injured motorcycle crash fivemember tribunal assemble hellenic association amateur athletics also examine allegation kenteris thanou avoided test tel aviv chicago game tzekos also ban two year iaaf face charge assist use prohibit substance tamper dope inspection process three repeatedly deny allegation also charge greek prosecutor face trial dopingrelated charge trial date set impose twoyear suspension duo december iaaf described explanation miss test unacceptable kenteris lawyer gregory ioannidis tell bbc sport earlier week confident sprinter would clear charge fail give information location refuse submit test refute charge unsubstantiated illogical say certain breach correct application rule behalf sport authority official procedural breach also violate client right also evidence prof fact client persecute
business,gm pay bn evade fiat buyout general motor u pay fiat bn euro bn bn get deal could force buy italian car maker outright fiat sell gm stake part partnership agreement fiat heavy loss convince gm whose european operation red back away payoff mean two firm unwind joint venture fiat keep supply diesel engine money allow reduce debt fiat share milan stock exchange rise gmt euro shoot early trading absolute freedom design future say fiat chief executive sergio marchionne analyst say fiat seem do well deal although prediction expect bn euro payoff fiat get bn euro immediately another follow within day firm italy large private employer failure reach agreement could severe consequence thousand worker italian economy part gm keen ward criticism deal mistake need scale europe get cost able work fiat say gm chief executive rick wagoner fiatgm alliance come alternative selling fiat outright germanus car firm daimlerchrysler willing buy firm fiat patriarch gianni agnelli want give control instead gm swap stake fiat give fiat put option sell gm rest car maker january july despite alliance fiat fail put back track continue lose money market share result selloff look well well italian much bad gm struggle lossmaking european marque opel saab relationship sour fiat sell half finance arm recapitalised halve gm stake
politics,kilroysilk attack slurry euro mp robert kilroysilk bucket farm slurry thrown protester manchester uk independence party member arrive bbc radio show attacker emerge behind bush fellow guest ruth kelly mp also hit slurry mr kilroysilk say man later disappear claim name islam january mr kilroysilk quit bbc one show remark make arab call suicide bomber mr kilroysilk already take air bbc boss comment also describe arabs limbamputators woman repressor remark prompt outrage among muslim group slurry attack take place friday mr kilroysilk m kelly cabinet office minister bolton west mp arrive manchester high school girl record bbc radio question police call attacker disappear time officer arrive treat incident assault programme host jonathan dimbleby later tell audience mep cover head toe mr kilroysilk still able appear appear show loaned change clothes tell reporter angry plan press charge attacker catch say man shout offended religion name islam start turn round guy tip bucket farmyard muck threw rest car mr kilroysilk say totally covered clothes stink high heaven go inside car splatter ruth kelly bbc spokesman say take seat jonathan dimbleby introduce show fortunately someone school change clothes let great manchester police say people near mr kilroysilk also hit waste officer take statement scene arrest make police say suspect run towards wilmslow road commit offence believe drive red vauxhall corsa earlier suspect describe white age ginger beard police want hear anyone information mr kilroysilk mep east midland resign uk independence party whip european parliament october criticise ukip state ambition leader however remain member party say friday hop elect party leader christmas think sufficient time u put process necessary time u fight significant impact upon general election ukip spokesman say would impossible party constitution require day leadership ballot take place
entertainment,oscar steer clear controversy oscar nomination list leave controversial film past year favour safer less contentious cinema best film nominee draw basis column inch two frontrunners would michael moore bushbaiting documentary fahrenheit mel gibson passion christ film polarise opinion critic talk public turn see fahrenheit break u box office record documentary passion christ make usm u alone year academy award shy away big name controversy passion christ film accuse antisemitic receive nomination minor category cinematography makeup musical score fahrenheit also overlook despite win palme cannes international film festival moore caustic documentary may affect distributor decision enter best picture category rather best documentary say tim dam news editor trade magazine screen international also believe strong political viewpoint moore film sit well academy look past oscar winner nominee conservative oscar voter tend go conservative epicstyle picture fahrenheit really fit category tend go film like titanic gladiator lord ring film scale often contentious say say oscar voting panel snub moore film think unlikely documentary could ever seriously compete best film category think misjudgement people put rather deliberate snub say problem mel gibson film believe voting panel may cautious nominate film dialogue aramaic ancient middle eastern language hollywood tend like foreignlanguage film noone ever try film dead language say aside two film potentially contentious picture nomination german film downfall biopic trace final day nazi leader adolf hitler berlin bunker recognise best foreign film category film cause controversy show hitler fallible human man rather semimythical historical monster mr dam say inflammatory film do well germany film portrays hitler human rather kind devil monster another contentious film mr dam say gain nomination best documentary section force charm independent filmmaker morgan spurlock may force fastfood giant mcdonalds withdraw super size portion u go monthlong diet eat nothing mcdonalds meal film progress film hit around world mr dam say political film quite fun punky wellpaced morgan spurlock really likeable guy accessible film beat head view fahrenheit moment comedy think way super size put together fact likeable film mean charm dam pick year oscar aviator martin scorsese biopic aviation pioneer hollywood player howard hughes tinseltown seem like nothing picture one
sport,celtic make late bid bellamy newcastle striker craig bellamy discuss possible shortterm loan move celtic bbc sport understand welsh striker reject move birmingham fall magpie manager graeme souness toon bos vow bellamy would play bitter row exclusion game arsenal celtic position match birmingham offer stay end season could suit bellamy considers future accord bellamy agent player dismiss permanent move birmingham unlikely newcastle would allow player go loan another premiership club bellamy fin two week wage live tv interview accuse souness lie follow public dispute position bellamy play side souness say play ever disruptive influence minute walk football club go television accuse tell lie chairman freddy shepherd describe bellamy behaviour totally unacceptable totally unprofessional
business,share rise new man utd offer share manchester unite closed monday follow new offer u tycoon malcolm glazer board football club expect meet early week discus late proposal value club bn manchester unite revealed sunday receive detailed proposal mr glazer look set receive serious scrutiny club previously reject mr glazer approach hand senior source club tell bbc time different supporter group shareholder unite however urge club reject new deal spokesman shareholder unite say see difference compare mr glazer previous proposal less debt bring money club use money buy mr glazer late move lead mr glazer two son avi joel accord financial time proposal receive david gill united chief executive end last week pitch p share david cummings head uk equity standard life investment say believe well fund p share bid would enough mr glazer take control club think anything manchester unite fan tell bbc complain curtain may want go get u tycoon woo club last month approach united board detail proposal confirm mr glazer own tampa bay buccaneer team hop lead formal bid accept believe increased amount equity new proposal though clear much proposal succeed needs support unite large shareholder irish horseracing tycoon jp mcmanus john magnier united cubic expression investment vehicle mr glazer family hold stake yet know whether mr mcmanus mr magnier would support glazer bid nm rothschild investment bank advise mr glazer accord financial time previous adviser jpmorgan quit last year mr glazer go ahead vote appointment three united director board advice ft say think jp morgan may still role finance mr glazer late financial proposal
politics,blunkett tell love pain david blunkett speak love marry publisher kimberly quinn first time home secretary describe affected friend personal life say great believer personal responsibility mr blunkett take legal action gain access mr quinn twoyearold son denies mr blunkett interview bbc radio sheffield make allegation fasttracked visa mr quinn nanny allegation deny investigated sir alan budd mr blunkett talk fell love resist desire go public apparent reference court action gain access son say great believer responsibility consequence even painful mr blunkett tell bbc radio sheffield fell love someone go public thing start go badly wrong summer news world pick story try three year make something work speak intend even biography write ensure little possible bbc political correspondent carole walker say timing broadcast unlikely help effort show concentrate get job home secretary shadow home secretary david davis say mr blunkett quit find influenced visa process even indirectly report claim mr blunkett chair meeting discus delay visa system learn nanny leoncia casalme wait home office say would sir alan inquiry decide meeting relevant home office minister fiona mactaggart say hop mr blunkett would survive job work every day always surprise focused job hand work deal thing say tell bbc one breakfast frost programme really job hope survive
business,lufthansa fly back profit german airline lufthansa return profit posting huge loss preliminary report airline announce net profit euro compare loss euro operate profit euros ten time lufthansa hit tough competition dip demand follow iraq war killer sars virus also hit trouble u cater business last year lufthansa show sign recovery even european u airline teeter brink bankruptcy board lufthansa recommend pay dividend euro per share shareholder get dividend company say give detail result march
entertainment,applegate charity show close u musical sweet charity cancel run broadway poor ticket sale early show star christina applegate pull prebroadway performance earlier month broken foot producer barry weissler say deeply proud show say decision close painful fiscally responsible applegate star tv comedy marry child hop make broadway debut show yearold injure perform chicago hop recover time official new york opening april receive mixed review performance minneapolis chicago preview show due begin april sweet charity tell story charity hope valentine dancer always fall love wrong man first perform broadway gwen verdon title role shirley maclaine star film version
business,lse doubt boost bidder share share deutsche boerse rise shareholder fund voice opposition firm plan takeover london stock exchange tci claim represent owner deutsche boerse db share complain bn bn offer lse high opposition tci fuel speculation propose takeover could fail rival exchange operator euronext also say may bid lse euronext operate paris amsterdam brussels lisbon bourse deutsche boerse run frankfurt exchange bbc news speak number analyst monday morning shareholder worry deutsche boerse bid lse although none prepare speak record think unlikely tci opposition would halt deal obviously wait see think make much difference deutsche boerse appear commit say one londonbased broker forecast takeover bid would succeed concerned see improvement daily run lse voice opposition plan takeover tci say would prefer see deutsche boerse return shareholder deutsche boerse prepared pay lse exceed potential benefit acquisition say tci another deutsche boerse shareholder monday also appear back tci call another investor deutsche boerse support view payout shareholder would preferable deutsche boerse overpay lse reuters news agency report prefer sensible entrepreneurial solution price high say rolf dress spokesman union investment achieve would wish distribution liquid asset shareholder financial time also report third deutsche boerse shareholder oppose deal quote spokesman usbased hedge fund atticus capital complain plan takeover appear motivated empirebuilding rather best interest shareholder tci call deutsche boerse hold emergency general meeting discuss bid lse yet german business law db gain shareholder approval make significant acquisition deutsche boerse say tci opposition would change bid approach deutsche boerse convince contemplated cash acquisition london stock exchange best interest shareholder company say db share euros gmt high gainer frankfurt
business,u insurer marsh cut job job go u insurance broker marsh mclennan shake follow biggerthanexpected loss insurer say cut part costcutting drive aim save million dollar marsh post loss last three month profit year blame payout settle pricerigging lawsuit bring new york attorney general elliot spitzer settlement announce january marsh take pretax charge octobertodecember quarter top charge previous quarter clearly difficult year mmc financial history marsh chief executive michael cherkasky say ongoing restructuring drive group also lead hit fourth quarter world big insurer say analyst expect late round cut focus brokerage unit employ staff late layoff take total number job go firm expect lead annual saving part effort cut cost company say halve dividend payment cent share cent move enable save look ahead mr cherkasky forecast profitable growth year ahead operate margin upperteens opportunity margin expansion meanwhile company also announce would spinoff mmc capital private equity unit manage bn trident fund operation group employee marsh say move would take place say sign letter intent insurer hit headline october last year face accusation price rig new york attorney general elliot spitzer sue company accuse receive illegal payment steer client select firm well rig bid fix price january marsh agree pay settle suit figure line placement fee collect agreed change business practice february former senior executive plead guilty criminal charge wideranging probe fraud bidrigging insurance industry january former senior vice president also plead guilty criminal charge relate investigation effort reform business practises marsh say already introduce new leadership new compliance procedure new way deal customer result ready put matter behind u move ahead restore trust client place u rebuild shareholder value mr cherkasky say
business,european loss hit gm profit general motor gm saw net profit fall last quarter continue hit loss european operation u giant earned octobertodecember period bn fourth quarter gm revenue rise bn bn year earlier fourthquarter loss general motor europe totalled period gm main european brand opel vauxhall exclude special item gm global income continue operation total quarter year earlier result line wall street expectation share gm rise premarket trade whole gm earn bn bn annual revenue rise bn gm say profit also hit high healthcare cost u gm report solid overall result despite challenging competitive condition many market around globe gm chairman chief executive rick wagoner say statement company recently announce expected profit low
sport,prop jones ready hard graft adam jones say wale forward determine set perfect attack platform back dominate powerful france pack paris prop say get stuff front five back mentality french scrum scrum scrum see good france scrum key hope back carry leave italy u forward win ball give opportunity wale two last three visit stade de france secure backtoback win graham henry like shane williams gavin henson find top form right time mike ruddock team one international rugby potent attack threat gavin ridiculously talented bounce around place week warn jones france criticise uncharacteristic onedimensional play victory scotland france captain fabien pelous acknowledge side need show attack flair stress game lose front lock believe welsh forward big enough trouble side scrum lineout jones insist fellow frontrow colleague nothing fear gethin jenkins intimidated tomorrow none u say jones face france first time go front hopefully get ball back gethin quite young good someone mefin experience mefin good thinker put thing across say good enough old enough gethin certainly really good player imagine lion tour new zealand summer
politics,opposition grows house arrest conservative express serious misgiving government plan keep uk foreign terror suspect house arrest michael howard say would back home secretary plan control order include home detention believe anyone deprive liberty say politician say lib dems also oppose proposal minister insist proportionate terror threat government propose idea range new power law lord say current detention without trial break human right law new metropolitan police commissioner sir ian blair back control order say sorry dilemma one choice mr howard say serious misgiving effectiveness protect life consequence british way life argue people accuse terrorist offence bring trial hold prison home await trial mr howard say fear internment without trial creates martyr could effective recruit sergeant terrorist party plan move amendment serious organise crime police bill next week would give judge responsibility assess evidence ensure balanced case present court call prime minister enter constructive discussion party find good way forward controversy issue continue foreign terror suspect hold uk without trial charge since december free jail home secretary charles clarke say enough evidence keep egyptian man know c certified terrorist suspect monday legal team two algerian suspect hold without trial tell court men want bail meant put house arrest terror suspect detain belmarsh prison london liberal democrat say also oppose house arrest question human right implication measure home affair spokesman mark oaten tell bbc radio today programme matter principle u situation home secretary able impose house detention uk national well foreign national lib dems believe home secretary allow phone tap evidence prosecution think could role form control order tag surveillance limitation use mobile phone home secretary say must do proper judicial process judge involve make decision say mr oaten mr clarke reject idea say intercept evidence small part case terror suspect could put life intelligence source risk say prosecution government first preference promised power would use serious case independent scrutiny judge
entertainment,redford vision sundance despite sport corduroy cap pull low face plus pair dark glass robert redford cut unmistakable figure starstruck crowd sundance rare downtown appearance man start annual festival park city utah back twentyfirst year sundance continue grow people estimate descend small ski town nothing movie mind opportunity meet make deal redford want sundance platform independent filmmaker commercial success many showcased film lead criticism festival become mainstream small festival like slamdance xdance take place week park city compete sundance limelight redford worry merry say point create opportunity people may independent film place work could see suddenly merchant come celebrity come paparazzi suddenly begin take whole new tone explain redford people start say go mainstream hollywood actually hollywood come u suddenly good business independent film add international filmmaker always celebrate first year dedicate world dramatic documentary competition hold redford want festival encompass viewpoint believe american medium fails reflect particularly u perceive internationally never hide fact democrat reserve particular disdain current republican administration ability maintain importance dissent democratic system right threat attitude administration say think many voice shut accuse unpatriotic want express another point view unhealthy dangerous take policy world victim consequence sundance one big screen discussion panel qa session director tackle controversial topic like america culture war iraq war redford wish festival forum dissent profile audience fairly monolithic educate middle class predominantly white american come sundance views end political spectrum antiwar socially liberal redford know start sundance tv channel effort reach wide audience look film present much egalitarian good film good storytelling african america asian woman gay lesbian sooner later away stereotypical label people say film soand
sport,blackburn v burnley ewood park tuesday march gmt howard webb south yorkshire home leicester quarterfinal defender andy todd suspend could replace dominic matteo recovers hamstring injury burnley major injury concern frank sinclair john mcgreal michael duff look set continue rightback john oster midfield micah hyde expect recover knee injury blackburn bos mark hughes burnley resolute individual talent fully expect u progress think comfortable first game never think pressure competition want progress okay beat burnley home tie another low league club leicester burnley bos steve cotterill fresh tired honest opinion lad might able get one big game atmosphere last game hot good verbal contest fan need whip game want help u much positive way key match stats blackburn rover bolton part two east lancashire hotpot turn spicy first stag sunday lunchtime weekend last result scrappy goalless draw rover aim win cup seventh time history first time year face another replay championship opposition eventually dispose cardiff ewood park third round beaten competition club outside premiership nine year since ipswich second tier defeat extra time third round replay ewood park january history rover side last met near neighbour fa cup year ago also require ewood park replay home side last meet league rover double first nationwide division one trip turf moor four season ago thrash claret home soil manager mark hughes cup four time player aim steer rover quarterfinal second time year first time since season success victory home leicester next round could see rover semifinal without played premiership opposition burnley make eight mile journey fierce rival determine send blackburn way liverpool third round fail pull another shock turf moor could championship outfit place inferior league ladder miss best opportunity say burnley yet concede goal cup run steve cotterills claret knock fifth round four time last seven year make one appearance sixth round year season last disposed premiership fulham fifth round stage blackburn play since fifth round tie burnley two league outing away home draw derby lose preston take winless run four game combatant onetime prosperous mill town founder member football league head head th prem winner six time th championship winner
politics,uk need true immigration data former home office minister call independent body set monitor uk immigration barbara roche say organisation monitor publish figure independent government say would counter socalled independent group like migration watch describe antiimmigration body pose independent migration watch say immigration government already publish accurate figure sir andrew green chairman organisation say need independent body office national statistic data accurate say opposes largescale immigration ground overcrowding culture say example next year one household three due immigration already overcrowd india four time overcrowded france m roche labour mp hornsey wood green believe legal migration something welcome say proposal mean socalled independent expert like migration watch come debate antiimmigration point view go would like see body actually look figure publish independent government think would go long way allay fear sometimes whip debate
sport,london hope chepkemei london marathon organiser hop ban athlete susan chepkemei still take part year race april chepkemei suspend competition end year athletics kenya fail report national training camp watch closely say london race director david bedford long way go race hop situation satisfactorily resolve camp embu prepare iaaf world cross country championship later month chepkemei however take part finish third last sunday world best k race puerto rico yearold finish second paula radcliffe london race well november new york city marathon
politics,talk aim avert pension strike talk aim avert series national strike pension reform take place weekend five public sector union hold private talk deputy prime minister john prescott labour spring conference gateshead want government withdraw regulation due introduce week would raise pension age council worker worker could take part strike already earmark march however side anxious avoid major confrontation run general election say bbc labour affair correspondent stephen cape four day britain big union unison start ballot local government worker strike public sector union pledge follow week new regulation introduce raise pension age local government worker five union meeting mr prescott want government withdraw regulation would allow month tough negotiation follow say correspondent spokesman mr prescott warn change local government pension scheme would go ahead april privately minister believe less painful option correspondent add public commercial service union pc coordinate industrial action six public sector union pcs leader mark serwotka warn last week could walkouts unless government rethink government lecture everyone choice choice public service choice choice ironic say public sector worker choice say want pension promise start must work extra five year work people drop th century completely unacceptable unison worker transport general worker union amicus among ballot march walkout mr prescott hold private meeting senior union figure last week understand deal offer meeting room negotiation
politics,eu fraud clampdown urge eu member state fail report fraud irregularity eu fund consistent basis uk public spending watchdog say national audit office say although late figure show report fraud fall eu still common definition fraud also express concern th year european court auditor qualify eu account nao urged government push improvement report fraud say member state need accountable money spend report say member state still report fraud irregularity european antifraud office consistent basis court qualify opinion community account decade essential authority involve contribute strengthen audit eu revenue expenditure improve accountability financial management use eu resource say case report fraud irregularity eu fund uk worth euro case worth time report fraud throughout eu drop case worth case worth edward leigh chairman common public account committee say britain set example assume eu presidency fraud member state potentially fraud uk taxpayer give second large net contributor community say department responsible administer eu fund need make sure everything possible weed improper spending government must take opportunity afford uk presidency eu press commission member state take equally robust stance fraud irregularity raise overall standard financial management spokesman european antifraud office say organisation agree nao assessment fraud reporting quality reporting differ member state member state room improvement spokesman jorg wojahn say add generally good cooperation member state antifraud office specific case fraud statistic study nao provide good overview plan strategic way detect fraud
business,korea spending boost economy south korea boost state spending next year effort create job kick start sputter economy earmark trillion bn first six month total annual budget government main problem slump consumption contraction construction industry aim create job focus infrastructure home building well provide public firm money hire new worker government set economic growth rate target next year hint would danger unless take action internal external economic condition likely remain unfavourable finance economy ministry say statement blame continue uncertainty fluctuate oil price foreign exchange rate stagnant domestic demand show sign quick rebound growth ministry say everyone convince plan work primary worry centre believe government overly optimistic view front loading budget enough turn economy around consultancy cast say report problem face south korea many consumer reel effect credit bubble recently burst million south korean default credit card bill country big card lender hover verge bankruptcy month part spending plan government say ask firm roll mortgage loan come due first half also pledge look way help family low incomes government voice concern effect redundancy build trade give economic spill employment effect construction sector sharp downturn construction industry could adverse effect ministry say result south korea give private company also give chance build school hospital house public building also look real estate tax system plan table include promote new industry biotechnology nanotechnology well offer increase support small medium size business focus job creation economic recovery give unfavourable domestic global condition likely dog korean economy ministry say
business,cuba wind back economic clock fidel castro decision ban cash transaction u dollar cuba turn spotlight cuba ail economy conversion u dollar cuba convertible peso november subject tax cuban citizen receive money overseas foreign visitor change dollar cuba affect critic measure argue step backwards reflect cuban president desire increase control economy clamp private enterprise live television broadcast announcing measure president castro chief aide say necessary united state increase economic aggression ten percent obligation applies exclusively dollar virtue situation create new measure u government suffocate country say bush administration take increasingly harsh line cuba recent month president bush government strong supporter yearold trade embargo cuba introduce even tight restriction cuba may cubans live u limited one visit cuba every three year send money immediate relative lead expert cuban economy say castro tax plan smack desperate economic measure political gesture think primarily effort raise cash say jose barrionuevo head strategy latin american emerge market barclays capital underscore fact economy bad shape government look source revenue tax hit family cuban exile hardest benefit money displace relative send home money know remittance amount much bn year remain cuba pay tax relative abroad may choose send money currency subject tax euro increase dollar payment compensate however many cuban poor citizen could worse result tax also affect two million tourist visit cuba every year particularly american continue defy ban travel cuba tourist industry one economic success story last ten year accord un economic commission latin america worth bn country tax design provide muchneeded revenue cuba cashstrapped economy cuba badly need dollar pay essential item food fuel medicine much cuba basic infrastructure state disrepair recent week cuba suffer serious power cut decade also water shortage part island cuba economy stag modest recovery mid collapse soviet union force embrace foreign capital decentralise trade permit limit private enterprise however decline foreign tourism since periodic hurricane increase cost import oil put strain economy however yet see tax provide solution government economic problem tax could fuel active black market currency trade mr barrionuevo say main impact could create black market typically see country like venezuela restriction capital say mr barrioneuvo say measure could drop damage effect economic activity intend permanent measure sure last long
sport,london irish wasp wasp make light absence several international sink london irish trio secondhalf try rob hoadley return haunt old club madejski stadium score open try rd minute tom voyce power irish defence wasp second try richard birkett go unchallenged mark van gisbergen add point irish reply three penalty mark mapletoft drop goal scott staniforth run consolation try barry everitt replace mapletoft late game add conversion become fourth premiership player reach point join jonny wilkinson tim stimpson paul grayson achieve target wasp pile pressure attempt grab fourth try would secure bonus point deny desperate defending irish director rugby warren gatland reveal harsh word halftime inspired wasps side raise game restart get roast good secondhalf performance come played instruction say gatland also single standin flanker tom rees john hart special praise well back row play fantastic rugby add london irish coach gary gold felt result expose side lack consistency irish trail two point break gold say minute live best get get back full minute gold turn attention next week powergen cup semifinal struggle leeds get good chance leeds face possible relegation go come firing add horak staniforth penney nordt bishop mapletoft edward hatley van der walt hardwick kennedy casey gustard dawson murphy replacement everitt mapletoft hodgson edward wheatley hatley paice van der walt strudwick kennedy danaher gustard reid murphy van gisbergen voyce erinle hoadley robert king richards payne green dowd shaw purdy hart rees dallaglio replacement priscott robert green dowd skivington shaw birkett hart gotting rees use fury brook
tech,europe back digital tv lifestyle people receive digital entertainment future could change follow launch ambitious european project nice last week european commission announce networked electronic medium nem initiative broad scope stretch way medium create stage distribution playback commission want people able locate content desire deliver seamlessly move home work matter supply device network content content protection scheme expert nice share vision interconnect future hear pledge support company nokia intel philip alcatel france telecom thomson telefonica might initially appear surprising company direct competition keen work together speaker state could see incompatible standalone solution work longterm strategy evolution convergence technology service would require european commission pragmatic approach identify many group define form digital medium area nem encompasses nem approach take serious look available pipeline pick best bring together identify gap find hole develop standard fill significant large powerful organisation state desire digital format open work gadget bound please surprise many individual user organisation feel wish holder right content normally consider consumer many feel difficult challenge area commission identify solution different digital right management drm scheme currently drm solution incompatible lock certain type purchase content make unplayable platform potential percentage every medium transaction take place globally prize supplier world dominant drm scheme huge although entertainment obvious first step encompass remote provision healthcare energy efficiency control smart home year plan bring together work many currently run research project ec fund number year simon perry editor digital lifestyles website cover impact technology medium
entertainment,bollywood draw global star british actress antonia bernath make debut kisna warrior poet mark grow trend nonindian star appear bollywood film direct bollywood veteran subhash ghai film set british raj bernath play army general daughter fall love rural boy kisna like fluid nature filmmaking improvise quite lot say bernath time felt chaotic mr ghai quite clear want picked girl audition london bernath cut short education bristol old vic theatre school take opportunity often somebody get play lead role straight drama school spend three week learn hindi take dance lesson initially bit sceptical people would respond bernath say find hindi film industry warm encourage even offer work kisna complete film one india big export like lagaan monsoon wed broken traditional boundary colour culture spur bollywood producer try go global aspect filmmaking technical artistic young heartthrob like nick moran lock stock two smoking barrel model sophie dahl many nonindian star want make opportunity bollywood truly go global say taran adarsh editor indian film journal trade guide director attempt woo nonasian audience increase share overseas film market kisna shot simultaneously hindi english english print shorten hour accommodate western audience film even song composed english ar rahman director popular west end musical bombay dream identification popular cinematic device use european american actor view step direction say adarsh cast kisna also include british actor michael maloney caroline langrishe polly adams another actress annabelle wallace play lead role bilingual romantic comedy dil jo bhi kahey whatever heart say also star indian screen legend amitabh bachchan actor producer aamir khan forthcoming venture rise set backdrop indian mutiny british actor toby stephens key role western actor look eastward bollywood sweetheart aishwarya rai recently see bride prejudice alongside new zealand actor martin henderson build international career many bollywood star eye set hollywood hollywood bollywood box office determine whether something pass phase trend say adarsh kisna warrior poet open uk january
sport,injury doubt beset wale squad wale clutch injury worry wednesday international friendly hungary cardiff west ham gavin williams ankle look certain uncapped wrexham defender stephen robert draft defender danny gabbidon gareth robert plus ryan giggs hamstring concern also doubt robbie savage groin however manchester united winger giggs expect recover time earn th cap millennium stadium also doubt gabbidon fellow cardiff defender rhys weston fullback appear shrugged knock pick bluebird loss west ham sunday news leave wale bos john toshack short defence first game charge aston villa mark delaney injure james collins unders could clear way new face danny collins dave partridge make wale debut coyne burnley jones wolf robert wrexham collins sunderland edward wolf gabbidon cardiff page cardiff partridge motherwell ricketts swansea robert tranmere weston cardiff davy tottenham fletcher west ham giggs man utd koumas west brom robinson sunderland savage blackburn williams west ham bellamy newcastle earnshaw west brom hartson celtic
entertainment,indecency fine viacom medium giant viacom pay end investigation indecency u radio tv show settlement federal communication commission fcc end longrunning saga date back fcc look show include shock jock howard stern two new york dj stern recently announce leave viacom two dj sack show featured couple purport sex church church incident two year ago viacom agree install audio delay equipment radio station broadcast live programming also agree train broadcaster employee indecency law agreement cancel investigation radio television show say richard diamond fcc deputy secretary communication show broadcast viacomowned station across united state viacom five day pay fine accord agreement payment relate fcc fine levy viacom exposure singer janet jackson breast cbs super bowl halftime show january viacom contest fine first time viacom pay indecency charge infinity broadcast own viacom pay cumulative fine total settle fcc violation stern
business,fresh hope argentine crisis three year argentina hit deadly economic crisis fresh hope country economy set grow year see growth last year sharp turnaround output fell unemployment rate improve set slip end year may true problem remain overall picture one vast improvement even international monetary fund imf admit argentine authority proud proud strong performance economy thomas dawson imf director say earlier month argentina make remarkable recovery hideous lengthy recession culminate government halt debt repayment private creditor debt default spark deep prolonged economic crisis least initially make bad government decision pension payment halt bank account frozen part austerity measure introduced government deal country massive debt response angry crowd ordinary argentine take street dozens life lose clash police two president least three finance minister resign less month argentina brink collapse fix find currency market abandonment peso decadelong peg u dollar february subsequent devaluation saw thousand people life saving disappear scathe company go bust three year ago every sector economy hit crisis say entrepreneur drayton valentine really dire since general mood ground improve dramatically part devaluation help attract fresh direct investment abroad stimulate business within brazil agriculture tourism help say entrepreneur drayton valentine mr valentine bear united state grow argentina fortunate time crisis saving hold dollar account abroad use money help startup trade company explain initially firm go export build material spain united state would like diversify area depend market locally sense recovery many company export say noting lot firm close crisis reopen shine gold argentina still burden failure pay private creditor end president nestor kirchner administration still try hammer agreement creditor debts nominal value stand around bn prove easy debt default make lending agreement difficult expensive negotiate argentina current offer implies creditor would get cent dollar owe accord creditor understandably want others loath continue lend president kirchner prove hopeless challenge real loss suffer somebody pay observe jack boorman adviser imf manage director rodrigo rato everyone need keep mind enormous cost part creditor argentine society people endure time settlement reach say cost enormous continue pay reversed restructuring international negotiation trouble little help president kirchner domestic situation remain strain well partly still bank account holder wait recover deposit situation bad previously choose save argentina say carlos baez silva president aara association represent bank account bond holder people recover half saving mr baez silva estimate point many saver lose pensioner others trust government people set aside money future belief investment would safe lot invest good faith say argentine state respond take investment affair make mr baez silva disillusion country legal system occasion supreme court rule interest people represent say insist system trust people deposit money bank necessarily trust crime high people money home beneath mattress mr valentine bear united state grow argentina agree save pesos local currency much problem think twice deposit dollar bank
business,german jobless rate new record million german work february new figure show figure million people workingage population high jobless rate europe big economy since news come head germany panel government economic adviser predict growth would stagnate speaking german tv bert ruerup say panel earlier forecast optimistic warn growth would german government try tackle stubbornlyhigh level joblessness range labour market reform centre hartziv programme introduce january shake welfare benefit push people back work even job heavily subsidise late unemployment figure look set increase pressure government widely leaked german newspaper day advance produce scream headline criticise chancellor gerhard schroeder social democratgreen party administration mr schroeder originally come office promise halve unemployment still measure suggest picture quite bleak soar official unemployment figure follow change methodology push jobless rate january adjust seasonal change overall unemployment rate million people percentage point previous month use internationallyaccepted methodology international labour organisation ilo germany million people work january ilobased figure also suggest new net job create month take number people employ million ilo defines unemployed person someone previous four week actively look work could take immediately
